Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
1124	842	1050	1418	936	7.2	63.9	0.6500	1.5	6.7	98	71
1163	919	922	1530	1076	11.1	50.5	0.6654	1.8	8.5	128	84
1167	966	942	1520	1016	15.5	36.1	0.6313	2.1	9.7	129	93
1121	955	992	1451	834	17.8	29.2	0.5920	2.1	9.4	130	99
1071	940	994	1449	756	17.6	30.1	0.6013	1.9	9.0	111	93
1065	979	950	1467	766	19.1	26.8	0.5861	2.1	10.0	106	96
1157	1072	888	1596	905	17.7	28.6	0.5735	2.5	12.6	137	114
1046	883	1051	1357	765	17.8	28.4	0.5737	1.9	7.6	113	101
1147	1042	934	1538	830	18.7	26.0	0.5555	2.2	11.8	122	108
1119	1022	916	1508	853	17.1	31.3	0.6038	2.3	11.2	137	117
1210	1062	886	1586	981	15.8	36.1	0.6440	2.7	12.4	165	125
1306	1079	827	1621	1286	14.7	40.1	0.6657	3	12.9	196	133
1258	1057	841	1633	1244	13.6	44.9	0.6991	2.8	12.2	174	119
1148	930	948	1475	1056	12.5	48.1	0.6946	2.2	8.8	140	107
1108	848	1023	1421	1003	11.8	50.8	0.7042	1.6	6.8	102	96
1231	924	906	1483	1245	10.9	56.1	0.7326	2.1	8.6	130	105
1293	937	930	1464	1200	10.9	55.9	0.7277	2.3	8.9	121	102
1274	912	939	1451	1188	10.3	58.1	0.7278	2.3	8.3	111	97
1135	827	1013	1395	1070	9.3	62.2	0.7294	1.7	6.3	87	79
1010	769	1110	1396	895	8.3	64.9	0.7124	1.3	5.1	77	69
870	626	1325	1284	755	9.6	58.5	0.7000	0.8	2.6	39	52
983	688	1251	1342	806	7.7	66.4	0.6990	1.1	3.6	77	62
995	691	1219	1321	836	7.4	68.0	0.7043	1.4	3.6	91	69
1024	747	1136	1382	897	9.7	58.6	0.7035	1.3	4.7	105	75
1163	880	959	1486	1073	12.5	50.1	0.7242	1.9	7.5	133	83
1218	938	918	1501	1088	16.8	36.9	0.7018	2.3	9.0	128	94
1210	958	933	1514	1036	19.2	31.3	0.6887	2.3	9.5	126	96
1114	887	1020	1438	768	21.3	26.4	0.6607	1.8	7.7	92	86
995	796	1159	1287	587	21.2	23.1	0.5768	1.4	5.7	66	72
927	700	1285	1189	452	18.6	25.0	0.5319	1	3.8	50	53
1002	754	1189	1260	470	18.0	27.3	0.5594	1.4	4.8	70	65
987	727	1213	1244	502	18.2	28.3	0.5848	1.3	4.3	73	70
993	714	1217	1238	516	17.0	31.4	0.6048	1.3	4.1	77	75
1012	746	1174	1301	555	15.6	35.0	0.6170	1.4	4.7	86	86
1114	823	1068	1357	671	14.1	40.2	0.6438	1.9	6.2	93	94
1093	789	1102	1329	788	13.4	43.2	0.6623	1.8	5.5	105	103
968	669	1261	1246	538	12.3	46.8	0.6686	1.1	3.3	67	81
960	666	1266	1224	544	11.9	46.5	0.6449	1.1	3.2	63	80
942	648	1300	1204	500	11.5	46.6	0.6319	1.1	2.9	63	77
888	598	1396	1156	417	10.6	48.0	0.6135	0.9	2.2	46	58
818	524	1588	1071	341	10.7	45.8	0.5895	0.6	1.3	21	31
840	509	1643	1076	352	10.4	46.6	0.5901	0.5	1.1	22	38
864	516	1496	1153	502	11.3	46.9	0.6280	0.6	1.2	39	59
898	559	1441	1180	648	10.1	51.2	0.6341	0.7	1.7	55	70
946	643	1309	1232	760	9.9	50.7	0.6167	0.9	2.9	76	75
1309	1125	844	1687	1183	8.1	56.8	0.6150	2.9	14.3	181	103
1326	1289	714	1806	1431	10.9	44.1	0.5748	4.1	19.7	259	134
966	786	1111	1258	705	11.8	37.6	0.5184	1.5	5.5	118	98
975	793	1133	1254	637	13.9	33.2	0.5222	1.5	5.6	119	97
988	803	1105	1293	658	15.6	30.1	0.5285	1.5	5.8	123	98
971	786	1129	1272	546	16.5	29.0	0.5406	1.4	5.5	92	78
1010	833	1070	1332	561	17.5	27.9	0.5517	1.6	6.5	91	83
984	790	1131	1268	532	17.9	26.8	0.5446	1.5	5.5	103	92
962	776	1131	1247	535	18.2	26.1	0.5387	1.4	5.2	102	81
1012	801	1098	1289	525	18.0	27.1	0.5522	1.5	5.8	94	90
1058	896	996	1358	603	17.0	28.9	0.5558	1.9	7.9	98	95
1173	985	905	1477	802	16.1	31.3	0.5680	2.5	10.2	126	114
1127	907	957	1404	796	14.5	35.4	0.5839	2.1	8.2	108	106
1020	797	1066	1302	689	13.2	37.9	0.5733	1.6	5.7	95	99
949	700	1221	1178	553	13.1	34.4	0.5170	1.2	3.8	78	90
930	710	1278	1137	509	13.5	28.5	0.4405	1.1	4.0	61	82
900	643	1339	1089	455	12.4	31.9	0.4583	1	2.8	55	74
899	630	1418	1050	425	13.1	26.8	0.4023	1	2.6	57	76
866	569	1468	1055	436	11.6	33.6	0.4595	0.7	1.8	41	66
900	563	1402	1130	618	10.5	42.9	0.5442	0.7	1.7	46	73
956	605	1341	1117	691	12.9	33.9	0.5037	0.7	2.3	52	71
1054	779	1080	1266	1013	11.3	40.3	0.5376	1.1	5.3	111	98
1343	1096	839	1587	1311	11.9	38.4	0.5341	2.6	13.4	191	115
1584	1399	642	1947	1675	13.3	35.6	0.5416	4	23.8	244	130
1556	1337	674	1852	1689	16.3	28.8	0.5305	4.2	21.5	283	150
1565	1324	695	1872	1688	17.9	28.2	0.5741	4.7	21.0	320	159
1429	1251	734	1754	1548	18.3	26.6	0.5529	3.9	18.4	249	146
1419	1267	742	1763	1490	20.8	22.5	0.5463	3.7	18.9	219	138
1373	1213	791	1711	1354	22.4	20.0	0.5352	3.4	17.1	200	128
1185	992	942	1448	1014	20.9	21.7	0.5295	2.2	10.4	138	97
1122	897	991	1372	831	19.1	26.5	0.5790	1.9	8.0	118	91
1085	820	1060	1325	699	18.1	30.6	0.6295	1.6	6.2	99	81
1249	968	874	1527	926	17.3	34.7	0.6788	2.1	9.7	112	99
1236	962	853	1532	928	15.8	40.4	0.7228	2.2	9.6	117	101
1334	1047	815	1638	1038	15.9	42.0	0.7541	2.7	11.9	129	106
1264	928	884	1534	1035	15.9	43.5	0.7790	2.4	8.7	132	102
1073	746	1072	1360	789	15.0	46.1	0.7833	1.3	4.7	73	84
1053	701	1147	1323	692	15.1	44.6	0.7574	1.2	3.8	68	81
1098	747	1094	1360	764	14.9	43.5	0.7302	2	4.7	80	91
1029	702	1180	1287	639	14.8	41.0	0.6850	1.3	3.8	68	82
973	631	1287	1240	541	14.8	40.8	0.6814	1	2.7	44	64
972	639	1222	1256	678	14.8	40.8	0.6834	0.9	2.8	47	70
851	477	1699	1064	343	14.5	36.1	0.5928	0.5	0.8	15	26
909	545	1473	1131	436	14.6	36.0	0.5947	0.6	1.5	44	58
1038	684	1220	1279	688	14.4	38.5	0.6291	1	3.5	85	93
1636	1168	721	1926	1438	13.8	58.2	0.9129	3.1	15.6	207	110
1580	1295	639	1957	1489	13.2	61.1	0.9256	4.1	19.9	230	115
1262	924	872	1576	1093	10.4	74.4	0.9384	2.2	8.6	181	125
1197	837	957	1498	965	11.5	71.0	0.9582	1.7	6.5	144	118
1277	886	902	1579	1004	12.2	70.0	0.9924	1.9	7.7	140	109
1430	1025	779	1772	1166	12.3	73.3	1.0442	2.9	11.3	204	123
1242	944	846	1638	991	11.3	78.1	1.0411	2.2	9.1	149	114
1349	1023	804	1748	1054	13.6	69.2	1.0746	2.6	11.2	171	114
1390	1100	755	1799	1192	14.9	59.3	0.9974	3.1	13.5	195	119
1224	980	850	1637	1055	15.7	50.9	0.8997	2.3	10.1	152	111
1253	1026	810	1681	1048	15.2	52.9	0.9087	2.4	11.3	128	103
1312	1041	821	1712	1073	15.5	50.8	0.8881	2.8	11.8	121	103
1254	1033	819	1669	1068	14.3	52.9	0.8581	2.7	11.5	142	107
1198	953	882	1588	1019	13.2	56.0	0.8446	2.3	9.3	131	105
1060	787	1044	1418	833	12.6	57.0	0.8315	1.5	5.5	81	91
1050	769	1078	1409	759	12.3	57.8	0.8224	1.4	5.1	60	79
1029	754	1098	1395	749	12.0	58.4	0.8164	1.2	4.8	57	79
1143	825	986	1477	978	12.0	61.6	0.8593	1.6	6.3	96	86
1044	770	1031	1425	944	11.5	63.9	0.8652	1.2	5.1	85	70
1034	716	1085	1405	891	10.7	67.2	0.8630	1.1	4.1	50	55
909	615	1237	1322	790	10.2	66.6	0.8299	0.7	2.4	57	49
996	648	1176	1340	852	11.0	63.7	0.8325	0.9	2.9	64	50
1154	876	1002	1561	987	9.6	68.8	0.8243	1.7	7.4	153	67
1510	1291	675	1949	1435	9.5	69.6	0.8273	4.2	19.8	342	94
1722	1595	539	2439	1798	11.9	60.9	0.8455	6.2	31.9	378	119
1512	1323	631	2001	1677	16.2	48.6	0.8892	4.6	21.0	304	139
1258	1040	800	1701	1282	19.2	39.6	0.8693	2.8	11.7	192	113
1094	850	970	1489	871	19.7	38.4	0.8743	1.6	6.8	130	88
1129	875	974	1524	759	20.6	36.7	0.8797	1.7	7.4	106	73
1125	924	937	1542	790	21.8	33.9	0.8771	1.7	8.6	102	73
1308	1193	793	1193	1187	23.6	27.5	0.7913	3.3	16.4	163	106
1529	1331	700	2028	1399	22.8	32.1	0.8814	4.2	21.2	211	132
1592	1429	624	2089	1644	20.8	36.7	0.8878	5.5	25.0	267	164
1536	1302	666	1922	1599	18.3	40.9	0.8493	4.9	20.2	269	161
1192	1007	827	1604	1223	16.8	44.0	0.8341	2.5	10.8	154	124
1186	976	844	1570	1200	15.8	48.0	0.8569	2	9.9	127	113
1203	920	898	1529	1118	14.9	52.0	0.8757	2	8.5	122	103
1139	899	921	1514	1067	14.1	54.4	0.8701	2	8.0	126	104
1072	795	986	1442	1048	13.3	58.8	0.8922	1.3	5.6	84	93
954	667	1180	1350	718	13.3	60.9	0.9229	1	3.2	58	60
968	628	1197	1372	737	11.3	72.9	0.9738	0.7	2.6	56	66
1067	727	1055	1448	903	11.4	71.8	0.9671	1.1	4.3	91	82
1386	1083	798	1833	1159	11.9	73.7	1.0254	2.6	13.0	159	109
1474	1306	634	2060	1365	12.6	70.2	1.0221	3.9	20.3	190	114
1569	1316	634	2054	1510	13.6	65.3	1.0136	5	20.7	249	139
1375	1177	706	1898	1386	16.9	52.3	1.0013	3.3	15.9	196	127
1328	1123	738	1821	1368	19.4	44.1	0.9855	2.9	14.2	180	127
1341	1176	748	1825	1347	22.9	33.8	0.9322	3.1	15.9	167	135
1297	1183	765	1773	1242	23.6	31.3	0.9001	3	16.1	159	130
1303	1139	790	1761	1138	24.7	30.5	0.9371	2.7	14.7	152	126
1281	1116	809	1703	1080	26.1	27.3	0.9101	2.7	14.0	149	121
1248	1103	872	1632	1002	28	23	1	2.6	13.6	143	122
1382	1288	778	1799	1212	27	22	1	3.7	19.7	185	138
1491	1385	685	1915	1486	24	30	1	4.5	23.3	223	165
1620	1407	641	2052	1567	21.2	40.1	0.9978	4.7	24.1	215	154
1693	1439	618	2083	1723	19.4	42.5	0.9483	5.5	25.4	271	168
1374	1121	771	1685	1399	18.5	43.0	0.9074	3	14.1	180	146
1287	982	841	1582	1291	17.8	47.0	0.9467	1.9	10.1	115	124
1408	1052	761	1684	1443	16.8	53.2	1.0100	2.3	12.1	149	124
1254	941	828	1566	1270	17.1	51.8	0.9990	1.6	9.0	98	106
1141	827	936	1488	1110	16.2	54.2	0.9933	1.3	6.3	73	88
1141	777	986	1455	1060	15.1	58.2	0.9886	1.2	5.3	69	83
986	651	1145	1380	891	14.5	58.0	0.9488	0.8	3.0	60	74
1005	673	1103	1387	905	13.7	61.6	0.9631	0.8	3.3	56	64
1041	683	1112	1398	899	13.9	59.6	0.9408	0.9	3.5	73	69
1272	959	846	1660	1136	13.3	61.7	0.9399	2	9.5	159	91
1436	1154	704	1872	1391	15.1	55.8	0.9486	3	15.2	203	96
1472	1126	720	1816	1460	17.0	50.5	0.9684	3.1	14.3	211	106
1461	1127	703	1836	1451	15.6	57.4	1.0075	3.1	14.3	236	124
1430	1107	713	1853	1409	16.6	55.2	1.0382	3	13.7	228	121
1498	1171	684	1942	1434	17.0	54.3	1.0434	3.2	15.7	206	114
1454	1162	682	1915	1457	18.0	51.5	1.0552	3.1	15.4	188	114
1402	1069	733	1793	1325	19.5	47.5	1.0653	2.5	12.6	158	106
1327	971	803	1705	1120	21.6	41.7	1.0606	2.1	9.8	124	89
1273	963	832	1662	931	22.2	38.3	1.0106	2	9.6	98	82
1457	1190	678	1877	1212	20.3	42.8	1.0053	3.2	16.3	160	111
1543	1290	631	2011	1353	19.7	45.4	1.0312	4.1	19.8	194	132
1499	1239	651	1957	1359	18.8	47.5	1.0199	3.9	18.0	174	121
1378	1102	742	1796	1273	17.9	49.4	1.0064	3.1	13.6	157	116
1243	928	852	1622	1079	17.5	50.9	1.0090	2	8.7	109	100
1196	885	884	1589	973	17.4	51.8	1.0230	1.7	7.7	85	89
1137	869	890	1554	951	17.0	53.9	1.0363	1.6	7.3	90	92
1015	718	1065	1428	714	16.6	55.4	1.0408	1	4.1	61	71
978	635	1188	1382	579	15.9	57.0	1.0224	0.8	2.7	36	51
933	547	1357	1336	542	15.0	59.2	1.0059	0.5	1.5	25	39
908	569	1303	1360	526	14.1	61.6	0.9883	0.5	1.8	24	35
980	677	1141	1435	659	14.6	58.8	0.9711	0.8	3.4	73	64
1236	920	880	1641	1012	14.4	58.9	0.9594	1.7	8.5	164	94
1664	1407	594	2198	1564	15.3	55.2	0.9538	4.5	24.1	329	134
1757	1636	494	2560	1806	16.2	52.5	0.9576	6.2	33.7	302	129
1524	1350	588	2096	1604	18.4	46.3	0.9734	4.4	22.0	256	125
1329	1119	707	1823	1288	19.6	41.8	0.9407	2.9	14.1	182	107
1167	884	881	1580	931	20.2	40.1	0.9370	1.6	7.6	105	78
1369	1132	715	1818	1162	20.9	36.6	0.8939	2.6	14.5	136	91
1284	1103	755	1704	1064	20.4	34.7	0.8229	2.9	13.6	167	116
1221	1032	811	1630	913	19.3	35.4	0.7813	3	11.5	166	131
1096	947	872	1519	684	18.6	36.9	0.7829	2	9.2	115	113
1143	988	849	1590	710	18.8	36.8	0.7883	2	10.3	109	98
1251	1116	760	1716	923	17.5	40.6	0.8068	3	14.0	143	116
1268	1148	728	1776	1006	16.8	44.3	0.8428	3	15.0	159	120
1314	1150	726	1784	1083	16.3	47.7	0.8746	3	15.1	181	126
1315	1142	724	1807	1161	15.6	50.7	0.8947	3	14.8	178	126
1095	918	896	1527	800	15.7	49.4	0.8768	2	8.5	91	90
1027	808	996	1458	647	15.8	48.6	0.8653	1	5.9	76	81
1012	752	1053	1393	649	15.7	47.0	0.8325	1	4.8	66	74
948	710	1127	1352	575	15.7	45.9	0.8121	1	4.0	56	67
889	603	1308	1271	455	15.6	44.9	0.7920	1	2.3	35	46
830	538	1475	1214	392	15.6	44.4	0.7827	0	1.4	21	30
804	468	1826	1166	320	15.7	45.4	0.8063	0	0.7	12	19
824	478	1705	1200	331	15.3	50.1	0.8617	0	0.8	22	32
1000	688	1257	1398	426	14.2	58.6	0.9443	1	3.6	55	61
1307	1082	777	1769	830	14.3	58.2	0.9431	3	12.9	152	111
1286	1171	716	1821	1006	15.0	52.0	0.8817	3	15.7	153	102
1150	925	865	1576	820	13.6	61.4	0.9519	2	8.6	152	116
1087	876	911	1554	737	16.1	53.1	0.9675	2	7.4	112	96
1016	839	991	1448	790	16.6	44.3	0.8294	2	6.6	119	97
1029	892	937	1474	760	17.4	40.3	0.7922	2	7.8	122	110
1109	943	883	1604	767	18.1	42.2	0.8679	2	9.1	115	103
997	817	1030	1426	626	14.4	51.8	0.8433	1	6.1	84	79
1177	880	927	1552	776	10.9	76.4	0.9953	2	7.5	146	104
1045	808	1038	1421	589	16.4	47.7	0.8819	1	5.9	65	69
1171	1073	847	1623	872	18.0	37.1	0.7598	2	12.7	120	96
1221	1101	799	1700	996	14.7	48.7	0.8089	3	13.5	185	121
1262	1133	774	1748	1033	11.3	71.3	0.9514	3	14.5	157	129
1207	1013	876	1632	982	10.0	74.0	0.9087	3	11.0	174	116
956	666	1235	1282	518	9.8	71.8	0.8702	1	3.2	62	71
1020	727	1153	1391	631	9.3	75.2	0.8796	1	4.3	81	85
1107	861	957	1510	879	9.6	76.0	0.9088	2	7.1	118	101
1020	752	1074	1398	839	9.3	75.0	0.8799	1	4.8	95	97
1051	798	1016	1455	876	9.0	76.7	0.8825	2	5.7	84	89
965	716	1087	1383	827	8.2	79.6	0.8672	1	4.1	56	72
869	642	1291	1288	723	8.1	72.1	0.7798	1	2.8	69	62
939	754	1169	1384	797	8.1	70.4	0.7609	1	4.8	74	64
1274	1109	820	1723	1138	8.1	70.5	0.7627	3	13.8	161	80
1512	1482	596	2189	1605	9.9	64.3	0.7859	5	27.1	308	118
1435	1271	676	1885	1569	13.0	54.2	0.8090	4	19.1	300	130
1207	1041	813	1620	1319	16.5	42.6	0.7912	3	11.7	189	113
1223	1075	818	1678	1198	19.3	34.2	0.7566	2	12.7	164	112
1121	1026	865	1541	958	21.5	27.4	0.6941	2	11.3	122	96
1176	1123	816	1609	1068	20.4	26.7	0.6323	3	14.2	166	125
1144	1114	845	1551	1010	20.6	22.6	0.5432	3	13.9	181	128
1136	1089	856	1552	928	20.6	24.8	0.5931	3	13.2	127	101
1085	1004	888	1454	816	21.0	25.4	0.6264	2	10.7	106	95
1297	1287	723	1798	1216	21.5	24.5	0.6203	3.6	19.7	192	138
1408	1404	646	1972	1463	19.3	28.6	0.6357	4.6	24.0	241	154
1618	1530	579	2167	1791	18.0	32.9	0.6737	6.3	29.1	326	171
1319	1172	746	1699	1425	15.8	39.8	0.7096	4.3	15.8	232	136
1045	857	968	1410	922	15.3	41.5	0.7194	1.6	7.0	92	93
1058	824	993	1411	971	14.1	46.0	0.7363	1.4	6.3	95	99
1176	917	866	1560	1151	12.0	67.9	0.9523	2.3	8.4	157	95
1047	783	1014	1449	975	12.0	66.9	0.9336	1.3	5.4	83	79
1116	854	929	1533	1034	11.5	70.1	0.9503	1.7	6.9	118	78
1074	832	951	1507	980	11.4	69.8	0.9390	1.7	6.4	101	75
898	669	1163	1386	807	10.8	70.3	0.9092	0.8	3.3	46	52
970	708	1121	1435	842	10.2	73.4	0.9129	1	4.0	81	55
1073	812	988	1500	950	10.8	70.5	0.9142	1.4	6.0	112	65
1081	906	895	1591	1024	11.0	71.0	0.9279	1.7	8.2	150	72
1159	976	837	1663	1098	12.4	64.0	0.9206	2	9.9	138	76
1112	931	869	1588	1011	15.0	53.1	0.8993	2	8.8	124	84
1112	917	897	1542	931	16.6	44.4	0.8313	1.9	8.4	124	90
1063	877	971	1481	811	18.0	38.4	0.7862	2.1	7.5	115	89
1032	892	973	1457	756	20.6	30.0	0.7213	1.8	7.8	101	87
936	829	1054	1336	607	19.9	26.7	0.6137	1.5	6.4	90	88
883	766	1152	1238	498	19.8	23.1	0.5283	1.3	5.1	90	81
942	852	1055	1318	540	21.4	22.7	0.5722	1.4	6.9	89	89
943	850	1084	1296	544	22.1	21.3	0.5605	1.5	6.8	92	91
1007	875	1027	1357	620	21.1	24.5	0.6040	1.7	7.4	103	104
1037	927	949	1426	740	18.3	31.6	0.6562	2	8.7	122	111
1127	1022	871	1534	921	16.1	35.0	0.6372	2.5	11.2	159	129
1123	996	861	1551	1033	14.8	41.5	0.6929	2.4	10.5	172	133
1110	909	916	1487	984	13.2	50.3	0.7577	2	8.2	125	115
1247	1037	812	1618	1193	12.3	55.5	0.7916	2.9	11.6	187	125
1220	967	844	1545	1219	11.8	56.6	0.7833	2.5	9.7	174	117
1028	770	1047	1326	913	11.2	56.2	0.7469	1.4	5.1	75	84
978	711	1144	1304	750	11.0	56.6	0.7418	1.2	4.0	48	63
949	694	1160	1310	772	9.3	64.3	0.7531	1	3.7	61	68
836	643	1244	1306	727	7.7	70.7	0.7463	0.7	2.9	38	49
856	644	1259	1301	746	7.4	71.0	0.7346	0.8	2.9	41	49
888	651	1240	1298	733	8.2	66.6	0.7283	0.9	3.0	51	52
912	694	1196	1343	727	8.7	64.3	0.7267	1.1	3.7	61	58
938	706	1177	1320	642	13.0	47.9	0.7116	1	3.9	47	51
1053	823	1040	1386	810	17.4	35.4	0.6990	1.6	6.2	87	77
1087	870	1014	1412	851	20.2	29.2	0.6830	1.8	7.3	107	90
1153	945	969	1425	911	22.7	22.9	0.6224	2.6	9.2	161	118
894	710	1209	1200	611	22.3	22.4	0.5955	1.1	4.0	61	70
797	606	1452	1076	368	22.2	18.9	0.4993	0.6	2.3	26	35
854	658	1409	1108	369	22.0	19.0	0.4969	0.9	3.1	42	46
892	665	1348	1150	394	21.0	23.6	0.5788	1	3.2	55	58
935	672	1299	1183	415	19.6	27.4	0.6162	1.2	3.3	65	61
989	709	1225	1233	469	17.9	30.8	0.6258	1.4	4.0	75	80
1063	797	1079	1285	607	16.4	35.3	0.6532	2	5.7	93	93
922	674	1220	1205	498	15.6	37.5	0.6575	1.1	3.4	63	78
925	680	1223	1217	481	15.5	36.7	0.6438	1.1	3.5	60	76
924	648	1272	1186	465	14.5	39.0	0.6428	1.1	2.9	63	74
914	661	1256	1187	478	14.2	38.2	0.6163	1.1	3.1	66	81
840	556	1474	1094	366	13.7	38.3	0.5957	0.7	1.6	41	58
799	514	1615	1036	332	14.1	34.0	0.5442	0.6	1.1	42	59
856	581	1448	1111	346	14.6	34.0	0.5605	0.7	2.0	36	54
753	462	1822	955	274	13.9	30.9	0.4868	0.3	0.7	16	25
785	448	1923	1003	263	13.5	37.9	0.5852	0.3	0.5	16	26
835	472	1756	1117	314	13.9	43.6	0.6871	0.4	0.7	33	49
865	494	1613	1185	367	13.5	50.1	0.7706	0.5	0.9	39	53
922	541	1453	1246	432	13.3	53.6	0.8169	0.6	1.5	45	57
975	598	1268	1293	536	13.4	56.0	0.8576	0.8	2.2	63	73
1040	646	1210	1325	555	13.0	59.6	0.8860	1	2.9	71	78
1115	707	1105	1384	677	12.7	62.7	0.9173	1.3	3.9	104	93
1004	641	1201	1305	557	12.1	60.5	0.8505	1.1	2.8	85	71
895	536	1415	1229	421	11.2	64.4	0.8537	0.6	1.4	53	56
917	563	1415	1257	423	10.7	67.6	0.8703	0.7	1.7	58	60
1025	689	1189	1325	519	11.4	61.2	0.8236	1	3.6	89	77
1035	660	1222	1301	533	9.9	70.5	0.8581	1.4	3.1	96	82
1025	682	1197	1313	537	10.3	65.2	0.8151	1.2	3.5	88	77
1040	705	1149	1324	612	11.0	58.9	0.7714	1.3	3.9	100	91
1070	776	1065	1369	697	10.6	59.5	0.7595	1.8	5.2	127	93
964	692	1176	1292	573	10.6	57.7	0.7362	1.2	3.7	88	82
904	635	1269	1233	489	10.6	56.1	0.7149	0.8	2.7	66	74
913	626	1271	1234	474	10.3	58.0	0.7239	0.8	2.6	61	68
914	610	1322	1230	455	10.4	58.4	0.7352	0.8	2.4	54	65
893	587	1368	1219	433	10.7	58.2	0.7459	0.7	2.0	46	58
844	532	1499	1176	376	10.5	59.9	0.7624	0.5	1.3	25	36
837	518	1581	1182	360	10.5	60.8	0.7704	0.3	1.2	18	29
825	489	1565	1171	363	11.1	60.1	0.7925	0.3	0.9	21	28
956	656	1251	1356	525	10.1	68.4	0.8443	0.7	3.1	76	68
1124	853	960	1531	873	10.0	68.7	0.8456	1.6	6.9	149	99
1496	1272	667	2011	1399	11.0	64.2	0.8398	3.9	19.1	328	130
1452	1354	620	2057	1501	12.0	58.1	0.8138	4.5	22.1	282	128
1172	1042	797	1641	1186	12.8	52.0	0.7643	2.7	11.8	206	120
1020	871	956	1426	911	12.6	50.8	0.7387	1.6	7.3	133	93
1044	900	934	1471	919	14	47	1	1.6	8.0	137	96
1020	866	972	1429	791	15	43	1	1.6	7.2	116	84
1009	885	994	1439	751	16	38	1	1.5	7.7	112	87
1073	966	935	1537	805	17	37	1	1.8	9.7	128	87
1098	971	877	1527	966	16	41	1	2.1	9.8	145	103
1061	887	920	1462	869	16	42	1	1.7	7.7	110	88
1289	1158	755	1791	1196	16	43	1	3	15.3	184	118
1442	1337	630	2004	1523	15	47	1	4.6	21.5	243	134
1479	1343	631	1995	1579	15	47	1	5	21.7	259	144
1266	1138	726	1747	1370	14	50	1	3.5	14.6	205	129
1149	952	845	1577	1204	14	54	1	2.1	9.3	144	108
1168	954	843	1586	1201	12	59	1	2.1	9.4	152	104
1079	847	925	1463	1122	12	62	1	1.5	6.8	108	90
1047	760	1032	1379	1003	11	61	1	1.1	4.9	64	74
936	705	1086	1364	918	11	65	1	0.9	3.9	73	73
900	635	1207	1307	836	11	63	1	0.7	2.7	47	60
905	670	1191	1346	820	10	66	1	0.9	3.3	79	62
1079	875	947	1535	998	10	66	1	1.6	7.4	113	71
1417	1246	669	1921	1403	11	64	1	3.9	18.2	263	94
1529	1497	569	2278	1641	13	56	1	5	27.7	275	99
1397	1248	659	1906	1534	16	47	1	4.3	18.3	263	119
1214	1061	780	1662	1257	20	34	1	2.7	12.3	183	103
1109	935	882	1518	1026	21	30	1	2.1	8.9	147	95
1122	993	859	1571	993	18	34	1	2.1	10.4	132	95
1489	1270	633	1889	1638	13.5	53.4	0.8196	3.9	19.1	309	114
1451	1219	661	1804	1633	15.0	49.3	0.8364	3.8	17.3	327	127
1454	1225	661	1809	1654	17.1	42.1	0.8120	3.8	17.5	299	135
1392	1210	689	1792	1559	18.4	36.9	0.7758	3.9	17.0	257	135
1351	1210	709	1783	1374	19.3	35.4	0.7824	3.5	17.0	195	120
1418	1282	681	1890	1418	19.2	35.7	0.7826	4	19.5	231	129
1303	1143	748	1734	1228	21.5	30.4	0.7677	3	14.8	170	114
1292	1116	746	1676	1293	19.6	34.6	0.7807	3.1	14.0	192	129
1560	1413	594	2046	1642	19.6	35.5	0.8017	5.2	24.4	251	149
1765	1507	533	2271	1895	18.3	44.1	0.9183	5.9	28.1	289	149
1875	1637	482	2446	2086	17.4	47.8	0.9392	7.3	33.7	351	158
1746	1409	553	2119	1898	16.8	49.8	0.9446	6.1	24.2	319	148
1607	1290	587	1960	1758	16.2	53.2	0.9723	4.6	19.8	264	134
1277	952	802	1607	1284	14.9	59.1	0.9928	2.5	9.3	144	111
1207	868	877	1532	1075	13.9	64.0	1.0130	2.2	7.3	119	106
1209	863	882	1547	1084	13.7	66.8	1.0410	2	7.1	120	108
1189	844	887	1566	1049	13.4	69.6	1.0688	1.9	6.7	96	93
1132	810	899	1532	1021	12.8	71.9	1.0632	1.6	6.0	77	83
1033	686	1030	1420	948	11.9	74.8	1.0380	1	3.6	63	69
1075	782	941	1505	988	11.6	76.4	1.0415	1.2	5.4	97	77
1242	978	778	1686	1184	11.7	75.3	1.0325	2	10.0	180	87
1657	1384	579	2176	1600	12.8	71.0	1.0428	4.5	23.2	352	109
1406	1258	636	1890	1495	13.8	61.1	0.9595	4.1	18.7	279	116
1150	973	827	1590	1188	15.3	51.4	0.8886	2.6	9.9	186	105
1184	983	823	1604	1166	16.6	48.7	0.9146	2.3	10.2	169	106
1223	1014	781	1666	1219	17.6	46.7	0.9324	2.6	11.0	172	108
1196	997	802	1644	1128	19.2	42.7	0.9425	2.4	10.5	127	100
1559	1267	653	2047	1373	15.7	62.5	1.1092	4.3	18.9	230	149
1544	1266	613	2066	1415	14.5	75.7	1.2425	4.6	18.9	280	148
1485	1223	650	1980	1302	14.4	77.4	1.2654	4	17.5	242	126
1498	1230	649	1963	1308	14.6	74.9	1.2391	4.7	17.7	250	140
1593	1378	582	2159	1449	14.6	76.0	1.2573	5.7	23.0	309	142
1529	1309	627	2083	1385	14.0	76.3	1.2166	5.2	20.4	270	141
1689	1474	560	2298	1492	13.9	78.0	1.2303	6.4	26.8	323	149
1535	1295	627	2039	1380	13.8	78.0	1.2229	6	19.9	307	140
